Episode,Step,X,Y,Reward,Done
0,0,1,0,0.15,false
0,1,2,0,0.18,false
0,2,2,0,-0.008,false
0,3,2,0,-0.008,false
0,4,2,0,-0.008,false
0,5,2,1,0.21,false
0,6,2,1,-0.008,false
0,7,2,0,0.18,false
0,8,1,0,0.15,false
0,9,2,0,0.18,false
0,10,1,0,0.15,false
0,11,2,0,0.18,false
0,12,3,0,0.21,false
0,13,4,0,0.24,false
0,14,3,0,0.21,false
0,15,4,0,0.24,false
0,16,4,0,-0.008,false
0,17,4,0,-0.008,false
0,18,3,0,0.21,false
0,19,3,0,-0.008,false
0,20,4,0,0.24,false
0,21,4,0,-0.008,false
0,22,4,0,-0.008,false
0,23,4,0,-0.008,false
0,24,4,0,-0.008,false
0,25,3,0,0.21,false
0,26,4,0,0.24,false
0,27,4,0,-0.008,false
0,28,4,1,0.27,false
0,29,4,1,-0.008,false
0,30,4,1,-0.008,false
0,31,4,2,-0.15,false
0,32,4,2,-0.008,false
0,33,4,1,0.27,false
0,34,4,1,-0.008,false
0,35,4,1,-0.008,false
0,36,4,2,-0.15,false
0,37,4,2,-0.008,false
0,38,4,2,-0.008,false
0,39,4,1,0.27,false
0,40,4,1,-0.008,false
0,41,4,1,-0.008,false
0,42,4,1,-0.008,false
0,43,4,1,-0.008,false
0,44,4,1,-0.008,false
0,45,4,0,0.24,false
0,46,4,0,-0.008,false
0,47,4,1,0.27,false
0,48,4,1,-0.008,false
0,49,4,1,-0.008,false
0,50,4,0,0.24,false
0,51,4,0,-0.008,false
0,52,4,0,-0.008,false
0,53,4,1,0.27,false
0,54,4,0,0.24,false
0,55,4,0,-0.008,false
0,56,4,0,-0.008,false
0,57,4,0,-0.008,false
0,58,4,1,0.27,false
0,59,4,1,-0.008,false
0,60,4,1,-0.008,false
0,61,4,1,-0.008,false
0,62,4,1,-0.008,false
0,63,4,0,0.24,false
0,64,4,0,-0.008,false
0,65,4,0,-0.008,false
0,66,4,0,-0.008,false
0,67,4,0,-0.008,false
0,68,4,1,0.27,false
0,69,4,1,-0.008,false
0,70,4,0,0.24,false
0,71,4,0,-0.008,false
0,72,4,0,-0.008,false
0,73,4,0,-0.008,false
0,74,4,0,-0.008,false
0,75,3,0,0.21,false
0,76,3,0,-0.008,false
0,77,2,0,0.18,false
0,78,2,1,0.21,false
0,79,2,1,-0.008,false
0,80,2,1,-0.008,false
0,81,2,1,-0.008,false
0,82,1,1,0.18,false
0,83,2,1,0.21,false
0,84,2,1,-0.008,false
0,85,1,1,0.18,false
0,86,1,1,-0.008,false
0,87,1,1,-0.008,false
0,88,0,1,0.15,false
0,89,1,1,0.18,false
0,90,1,0,0.15,false
0,91,2,0,0.18,false
0,92,2,0,-0.008,false
0,93,2,0,-0.008,false
0,94,1,0,0.15,false
0,95,2,0,0.18,false
0,96,3,0,0.21,false
0,97,4,0,0.24,false
0,98,4,0,-0.008,false
0,99,4,1,0.27,false
1,0,1,0,0.15,false
1,1,1,0,-0.008,false
1,2,1,0,-0.008,false
1,3,2,0,0.18,false
1,4,1,0,0.15,false
1,5,2,0,0.18,false
1,6,2,1,0.21,false
1,7,2,1,-0.008,false
1,8,2,1,-0.008,false
1,9,2,1,-0.008,false
1,10,2,1,-0.008,false
1,11,2,1,-0.008,false
1,12,1,1,0.18,false
1,13,1,0,0.15,false
1,14,2,0,0.18,false
1,15,3,0,0.21,false
1,16,3,0,-0.008,false
1,17,3,0,-0.008,false
1,18,4,0,0.24,false
1,19,4,0,-0.008,false
1,20,4,0,-0.008,false
1,21,4,0,-0.008,false
1,22,4,0,-0.008,false
1,23,4,1,0.27,false
1,24,4,1,-0.008,false
1,25,4,1,-0.008,false
1,26,4,1,-0.008,false
1,27,4,0,0.24,false
1,28,4,0,-0.008,false
1,29,4,0,-0.008,false
1,30,3,0,0.21,false
1,31,2,0,0.18,false
1,32,3,0,0.21,false
1,33,3,0,-0.008,false
1,34,4,0,0.24,false
1,35,4,0,-0.008,false
1,36,3,0,0.21,false
1,37,3,0,-0.008,false
1,38,3,0,-0.008,false
1,39,2,0,0.18,false
1,40,3,0,0.21,false
1,41,3,0,-0.008,false
1,42,3,0,-0.008,false
1,43,3,0,-0.008,false
1,44,4,0,0.24,false
1,45,4,0,-0.008,false
1,46,4,0,-0.008,false
1,47,4,0,-0.008,false
1,48,4,0,-0.008,false
1,49,4,0,-0.008,false
1,50,4,1,0.27,false
1,51,4,1,-0.008,false
1,52,4,1,-0.008,false
1,53,4,1,-0.008,false
1,54,4,1,-0.008,false
1,55,4,0,0.24,false
1,56,4,1,0.27,false
1,57,4,0,0.24,false
1,58,4,0,-0.008,false
1,59,4,1,0.27,false
1,60,4,1,-0.008,false
1,61,4,1,-0.008,false
1,62,4,1,-0.008,false
1,63,4,0,0.24,false
1,64,4,0,-0.008,false
1,65,3,0,0.21,false
1,66,3,0,-0.008,false
1,67,4,0,0.24,false
1,68,4,0,-0.008,false
1,69,4,0,-0.008,false
1,70,4,0,-0.008,false
1,71,4,0,-0.008,false
1,72,4,0,-0.008,false
1,73,4,0,-0.008,false
1,74,4,0,-0.008,false
1,75,4,0,-0.008,false
1,76,3,0,0.21,false
1,77,3,0,-0.008,false
1,78,4,0,0.24,false
1,79,4,0,-0.008,false
1,80,4,0,-0.008,false
1,81,4,0,-0.008,false
1,82,4,1,0.27,false
1,83,4,1,-0.008,false
1,84,4,1,-0.008,false
1,85,4,0,0.24,false
1,86,4,1,0.27,false
1,87,4,1,-0.008,false
1,88,4,1,-0.008,false
1,89,4,1,-0.008,false
1,90,4,2,-0.15,false
1,91,4,2,-0.008,false
1,92,4,2,-0.008,false
1,93,4,2,-0.008,false
1,94,4,3,0.33,false
1,95,4,3,-0.008,false
1,96,4,4,1,true
2,0,1,0,0.15,false
2,1,0,0,0.12,false
2,2,0,0,-0.008,false
2,3,0,0,-0.008,false
2,4,0,1,0.15,false
2,5,0,1,-0.008,false
2,6,0,1,-0.008,false
2,7,1,1,0.18,false
2,8,1,0,0.15,false
2,9,1,0,-0.008,false
2,10,2,0,0.18,false
2,11,3,0,0.21,false
2,12,4,0,0.24,false
2,13,4,0,-0.008,false
2,14,4,0,-0.008,false
2,15,4,0,-0.008,false
2,16,4,0,-0.008,false
2,17,3,0,0.21,false
2,18,4,0,0.24,false
2,19,4,0,-0.008,false
2,20,4,0,-0.008,false
2,21,4,0,-0.008,false
2,22,4,1,0.27,false
2,23,4,1,-0.008,false
2,24,4,2,-0.15,false
2,25,3,2,0.27,false
2,26,4,2,-0.15,false
2,27,4,2,-0.008,false
2,28,4,2,-0.008,false
2,29,3,2,0.27,false
2,30,3,3,-0.15,false
2,31,3,2,0.27,false
2,32,3,2,-0.008,false
2,33,3,3,-0.15,false
2,34,4,3,0.33,false
2,35,4,3,-0.008,false
2,36,4,3,-0.008,false
2,37,4,2,-0.15,false
2,38,4,3,0.33,false
2,39,4,3,-0.008,false
2,40,4,3,-0.008,false
2,41,4,3,-0.008,false
2,42,4,3,-0.008,false
2,43,4,4,1,true
3,0,0,1,0.15,false
3,1,0,1,-0.008,false
3,2,0,2,0.18,false
3,3,0,2,-0.008,false
3,4,0,2,-0.008,false
3,5,0,3,0.21,false
3,6,0,2,0.18,false
3,7,0,2,-0.008,false
3,8,0,3,0.21,false
3,9,1,3,0.24,false
3,10,2,3,-0.15,false
3,11,3,3,-0.15,false
3,12,4,3,0.33,false
3,13,4,4,1,true
4,0,1,0,0.15,false
4,1,1,1,0.18,false
4,2,1,1,-0.008,false
4,3,0,1,0.15,false
4,4,1,1,0.18,false
4,5,0,1,0.15,false
4,6,0,2,0.18,false
4,7,0,1,0.15,false
4,8,0,2,0.18,false
4,9,0,2,-0.008,false
4,10,0,2,-0.008,false
4,11,0,2,-0.008,false
4,12,0,2,-0.008,false
4,13,0,1,0.15,false
4,14,0,1,-0.008,false
4,15,0,2,0.18,false
4,16,0,2,-0.008,false
4,17,0,1,0.15,false
4,18,1,1,0.18,false
4,19,2,1,0.21,false
4,20,2,0,0.18,false
4,21,3,0,0.21,false
4,22,2,0,0.18,false
4,23,2,1,0.21,false
4,24,2,1,-0.008,false
4,25,2,0,0.18,false
4,26,3,0,0.21,false
4,27,2,0,0.18,false
4,28,2,1,0.21,false
4,29,2,1,-0.008,false
4,30,2,1,-0.008,false
4,31,2,1,-0.008,false
4,32,2,0,0.18,false
4,33,2,0,-0.008,false
4,34,3,0,0.21,false
4,35,2,0,0.18,false
4,36,3,0,0.21,false
4,37,2,0,0.18,false
4,38,2,1,0.21,false
4,39,2,1,-0.008,false
4,40,2,0,0.18,false
4,41,3,0,0.21,false
4,42,4,0,0.24,false
4,43,4,1,0.27,false
4,44,4,2,-0.15,false
4,45,4,2,-0.008,false
4,46,4,1,0.27,false
4,47,4,2,-0.15,false
4,48,4,2,-0.008,false
4,49,4,3,0.33,false
4,50,4,3,-0.008,false
4,51,3,3,-0.15,false
4,52,4,3,0.33,false
4,53,4,4,1,true
5,0,0,0,-0.008,false
5,1,0,0,-0.008,false
5,2,0,0,-0.008,false
5,3,0,0,-0.008,false
5,4,0,0,-0.008,false
5,5,0,0,-0.008,false
5,6,0,0,-0.008,false
5,7,1,0,0.15,false
5,8,1,1,0.18,false
5,9,1,0,0.15,false
5,10,1,0,-0.008,false
5,11,2,0,0.18,false
5,12,2,0,-0.008,false
5,13,3,0,0.21,false
5,14,4,0,0.24,false
5,15,3,0,0.21,false
5,16,3,0,-0.008,false
5,17,4,0,0.24,false
5,18,4,0,-0.008,false
5,19,4,0,-0.008,false
5,20,4,0,-0.008,false
5,21,3,0,0.21,false
5,22,2,0,0.18,false
5,23,2,1,0.21,false
5,24,2,1,-0.008,false
5,25,2,1,-0.008,false
5,26,1,1,0.18,false
5,27,2,1,0.21,false
5,28,2,1,-0.008,false
5,29,2,1,-0.008,false
5,30,2,1,-0.008,false
5,31,2,0,0.18,false
5,32,3,0,0.21,false
5,33,3,0,-0.008,false
5,34,4,0,0.24,false
5,35,4,1,0.27,false
5,36,4,1,-0.008,false
5,37,4,1,-0.008,false
5,38,4,1,-0.008,false
5,39,4,1,-0.008,false
5,40,4,1,-0.008,false
5,41,4,1,-0.008,false
5,42,4,1,-0.008,false
5,43,4,1,-0.008,false
5,44,4,1,-0.008,false
5,45,4,1,-0.008,false
5,46,4,1,-0.008,false
5,47,4,1,-0.008,false
5,48,4,1,-0.008,false
5,49,4,1,-0.008,false
5,50,4,1,-0.008,false
5,51,4,1,-0.008,false
5,52,4,1,-0.008,false
5,53,4,1,-0.008,false
5,54,4,1,-0.008,false
5,55,4,0,0.24,false
5,56,3,0,0.21,false
5,57,3,0,-0.008,false
5,58,4,0,0.24,false
5,59,4,1,0.27,false
5,60,4,1,-0.008,false
5,61,4,0,0.24,false
5,62,4,0,-0.008,false
5,63,3,0,0.21,false
5,64,4,0,0.24,false
5,65,3,0,0.21,false
5,66,3,0,-0.008,false
5,67,3,0,-0.008,false
5,68,3,0,-0.008,false
5,69,3,0,-0.008,false
5,70,3,0,-0.008,false
5,71,4,0,0.24,false
5,72,4,1,0.27,false
5,73,4,1,-0.008,false
5,74,4,1,-0.008,false
5,75,4,2,-0.15,false
5,76,4,2,-0.008,false
5,77,4,1,0.27,false
5,78,4,1,-0.008,false
5,79,4,2,-0.15,false
5,80,4,2,-0.008,false
5,81,4,2,-0.008,false
5,82,4,3,0.33,false
5,83,4,3,-0.008,false
5,84,4,3,-0.008,false
5,85,4,3,-0.008,false
5,86,4,3,-0.008,false
5,87,4,2,-0.15,false
5,88,4,2,-0.008,false
5,89,4,1,0.27,false
5,90,4,1,-0.008,false
5,91,4,1,-0.008,false
5,92,4,1,-0.008,false
5,93,4,1,-0.008,false
5,94,4,2,-0.15,false
5,95,4,2,-0.008,false
5,96,4,1,0.27,false
5,97,4,2,-0.15,false
5,98,4,2,-0.008,false
5,99,4,2,-0.008,false
6,0,1,0,0.15,false
6,1,1,0,-0.008,false
6,2,2,0,0.18,false
6,3,1,0,0.15,false
6,4,1,1,0.18,false
6,5,2,1,0.21,false
6,6,1,1,0.18,false
6,7,1,0,0.15,false
6,8,0,0,0.12,false
6,9,1,0,0.15,false
6,10,1,0,-0.008,false
6,11,0,0,0.12,false
6,12,0,0,-0.008,false
6,13,0,0,-0.008,false
6,14,0,0,-0.008,false
6,15,1,0,0.15,false
6,16,2,0,0.18,false
6,17,3,0,0.21,false
6,18,2,0,0.18,false
6,19,2,0,-0.008,false
6,20,3,0,0.21,false
6,21,4,0,0.24,false
6,22,4,0,-0.008,false
6,23,3,0,0.21,false
6,24,2,0,0.18,false
6,25,3,0,0.21,false
6,26,4,0,0.24,false
6,27,4,0,-0.008,false
6,28,4,0,-0.008,false
6,29,4,0,-0.008,false
6,30,4,0,-0.008,false
6,31,3,0,0.21,false
6,32,4,0,0.24,false
6,33,4,1,0.27,false
6,34,4,1,-0.008,false
6,35,4,1,-0.008,false
6,36,4,0,0.24,false
6,37,4,0,-0.008,false
6,38,4,0,-0.008,false
6,39,4,0,-0.008,false
6,40,4,0,-0.008,false
6,41,4,0,-0.008,false
6,42,4,0,-0.008,false
6,43,4,0,-0.008,false
6,44,4,0,-0.008,false
6,45,3,0,0.21,false
6,46,4,0,0.24,false
6,47,4,0,-0.008,false
6,48,3,0,0.21,false
6,49,4,0,0.24,false
6,50,4,0,-0.008,false
6,51,4,0,-0.008,false
6,52,4,1,0.27,false
6,53,4,1,-0.008,false
6,54,4,1,-0.008,false
6,55,4,0,0.24,false
6,56,4,0,-0.008,false
6,57,4,0,-0.008,false
6,58,4,0,-0.008,false
6,59,4,0,-0.008,false
6,60,4,0,-0.008,false
6,61,4,0,-0.008,false
6,62,4,0,-0.008,false
6,63,4,0,-0.008,false
6,64,4,0,-0.008,false
6,65,4,0,-0.008,false
6,66,4,0,-0.008,false
6,67,4,0,-0.008,false
6,68,4,0,-0.008,false
6,69,4,0,-0.008,false
6,70,4,0,-0.008,false
6,71,4,1,0.27,false
6,72,4,1,-0.008,false
6,73,4,1,-0.008,false
6,74,4,1,-0.008,false
6,75,4,1,-0.008,false
6,76,4,1,-0.008,false
6,77,4,1,-0.008,false
6,78,4,1,-0.008,false
6,79,4,1,-0.008,false
6,80,4,1,-0.008,false
6,81,4,1,-0.008,false
6,82,4,1,-0.008,false
6,83,4,1,-0.008,false
6,84,4,2,-0.15,false
6,85,4,2,-0.008,false
6,86,4,2,-0.008,false
6,87,4,2,-0.008,false
6,88,4,2,-0.008,false
6,89,4,1,0.27,false
